"Protein_ID","Domain_ID","Domain_Name","Genomic_Start","Genomic_End"
"ENSMUSP00000100432","PF07686","V-set",53836612,53836860
"ENSMUSP00000137851","PF07686","V-set",53854106,53854363
"ENSMUSP00000100434","PF07686","V-set",53859437,53859694
"ENSMUSP00000100435","PF07686","V-set",53872601,53872852
"ENSMUSP00000136351","PF07686","V-set",53878418,53878675
"ENSMUSP00000139225","PF07686","V-set",53878418,53878675
"ENSMUSP00000100437","PF07686","V-set",53887208,53887438
"ENSMUSP00000137883","PF07686","V-set",53903699,53903959
"ENSMUSP00000139346","PF07686","V-set",53903699,53903959
"ENSMUSP00000100439","PF07686","V-set",53913823,53914083
"ENSMUSP00000100440","PF07686","V-set",53921379,53921627
"ENSMUSP00000100441","PF07686","V-set",53941713,53941964
"ENSMUSP00000100415","PF07686","V-set",53947611,53947868
"ENSMUSP00000100418","PF07686","V-set",53954487,53954744
"ENSMUSP00000139015","PF07686","V-set",53954487,53954744
"ENSMUSP00000100444","PF07686","V-set",53980888,53981154
"ENSMUSP00000137919","PF07686","V-set",53995123,53995374
"ENSMUSP00000138894","PF07686","V-set",53995123,53995371
"ENSMUSP00000100366","PF07686","V-set",54000887,54001144
"ENSMUSP00000100447","PF07686","V-set",54014769,54015029
"ENSMUSP00000100448","PF07686","V-set",54033168,54033413
"ENSMUSP00000100449","PF07686","V-set",54044307,54044564
"ENSMUSP00000140087","PF07686","V-set",54044307,54044564
"ENSMUSP00000100450","PF07686","V-set",54069026,54069280
"ENSMUSP00000140810","PF07686","V-set",54069026,54069280
"ENSMUSP00000100451","PF07686","V-set",54083020,54083277
"ENSMUSP00000137998","PF07686","V-set",54113945,54114196
"ENSMUSP00000100453","PF07686","V-set",54119413,54119667
"ENSMUSP00000139783","PF07686","V-set",54119413,54119667
"ENSMUSP00000143506","PF07686","V-set",54183848,54184108
"ENSMUSP00000100454","PF07686","V-set",54183848,54184108
"ENSMUSP00000100455","PF07686","V-set",54198790,54199050
"ENSMUSP00000100456","PF07686","V-set",54312709,54312963
"ENSMUSP00000100458","PF07686","V-set",54386128,54386397
"ENSMUSP00000100334","PF07686","V-set",19362394,19362651
"ENSMUSP00000100335","PF07686","V-set",19369396,19369665
"ENSMUSP00000142811","PF07686","V-set",19374823,19375092
"ENSMUSP00000100336","PF07686","V-set",19374823,19375092
"ENSMUSP00000143714","PF07686","V-set",19376633,19376887
"ENSMUSP00000100337","PF07686","V-set",19376633,19376887
"ENSMUSP00000100339","PF07686","V-set",19427185,19427463
"ENSMUSP00000142927","PF07686","V-set",19427185,19427463
"ENSMUSP00000100341","PF07686","V-set",19520751,19521029
"ENSMUSP00000100342","PF07686","V-set",19524341,19524616
"ENSMUSP00000100078","PF07686","V-set",40868548,40868811
"ENSMUSP00000100079","PF07686","V-set",41024658,41024918
"ENSMUSP00000100080","PF07686","V-set",41025514,41025750
"ENSMUSP00000144909","PF07686","V-set",41036549,41036809
"ENSMUSP00000100082","PF07686","V-set",41039508,41039726
"ENSMUSP00000100083","PF07686","V-set",41090732,41090992
"ENSMUSP00000142225","PF07686","V-set",41093132,41093392
"ENSMUSP00000100085","PF07686","V-set",41096029,41096289
"ENSMUSP00000100086","PF07686","V-set",41098496,41098756
"ENSMUSP00000100087","PF07686","V-set",41107249,41107509
"ENSMUSP00000100088","PF07686","V-set",41112277,41112540
"ENSMUSP00000100089","PF07686","V-set",41118318,41118581
"ENSMUSP00000100090","PF07686","V-set",41128890,41129153
"ENSMUSP00000100091","PF07686","V-set",41140219,41140479
"ENSMUSP00000100092","PF07686","V-set",41155712,41155972
"ENSMUSP00000100093","PF07686","V-set",41165637,41165903
"ENSMUSP00000141778","PF07686","V-set",41179704,41179967
"ENSMUSP00000141642","PF07686","V-set",41193186,41193449
"ENSMUSP00000141897","PF07686","V-set",41204653,41204916
"ENSMUSP00000100097","PF07686","V-set",41248544,41248804
"ENSMUSP00000141290","PF07686","V-set",41258674,41258916
"ENSMUSP00000100101","PF07686","V-set",41534635,41534871
"ENSMUSP00000141434","PF07686","V-set",41534635,41534871
"ENSMUSP00000142908","PF07654","C1-set",54380344,54380541
"ENSMUSP00000143014","PF09291","DUF1968",54457996,54458238
"ENSMUSP00000100459","PF09291","DUF1968",54457996,54458238
"ENSMUSP00000100338","PF07654","C1-set",19398312,19398554
"ENSMUSP00000132340","PF07654","C1-set",19445093,19445335
"ENSMUSP00000143383","PF07654","C1-set",19445094,19445336
"ENSMUSP00000100340","PF07654","C1-set",19491440,19491682
"ENSMUSP00000138488","PF07654","C1-set",19528767,19529009
"ENSMUSP00000141715","PF07654","C1-set",41515182,41515448
"ENSMUSP00000100100","PF07654","C1-set",41523694,41523960
"ENSMUSP00000100206","PF07654","C1-set",70703440,70703697
"ENSMUSP00000142171","PF07654","C1-set",113223587,113223814
"ENSMUSP00000142171","PF07654","C1-set",113223028,113223237
"ENSMUSP00000142171","PF07654","C1-set",113222489,113222761
"ENSMUSP00000137226","PF07654","C1-set",113223587,113223814
"ENSMUSP00000137226","PF07654","C1-set",113223028,113223237
"ENSMUSP00000137226","PF07654","C1-set",113222489,113222761
"ENSMUSP00000152628","PF07654","C1-set",113236626,113236844
"ENSMUSP00000152628","PF07654","C1-set",113235769,113235984
"ENSMUSP00000152628","PF00047","ig",113235354,113235605
"ENSMUSP00000152628","PF07654","C1-set",113234961,113235224
"ENSMUSP00000118012","PF07654","C1-set",113236626,113236844
"ENSMUSP00000118012","PF07654","C1-set",113235769,113235984
"ENSMUSP00000118012","PF00047","ig",113235354,113235605
"ENSMUSP00000118012","PF07654","C1-set",113234961,113235224
"ENSMUSP00000100212","PF07654","C1-set",113252289,113252531
"ENSMUSP00000100212","PF07654","C1-set",113251480,113251746
"ENSMUSP00000100212","PF07654","C1-set",113251056,113251310
"ENSMUSP00000142282","PF07654","C1-set",113252289,113252531
"ENSMUSP00000142282","PF07654","C1-set",113251480,113251746
"ENSMUSP00000142282","PF07654","C1-set",113251056,113251310
"ENSMUSP00000141198","PF07654","C1-set",113271290,113271532
"ENSMUSP00000141198","PF07654","C1-set",113270483,113270746
"ENSMUSP00000141198","PF07654","C1-set",113270056,113270310
"ENSMUSP00000100214","PF07654","C1-set",113271290,113271532
"ENSMUSP00000100214","PF07654","C1-set",113270483,113270746
"ENSMUSP00000100214","PF07654","C1-set",113270056,113270310
"ENSMUSP00000141658","PF07654","C1-set",113293880,113294122
"ENSMUSP00000141658","PF07654","C1-set",113293085,113293342
"ENSMUSP00000141658","PF07654","C1-set",113292643,113292897
"ENSMUSP00000100216","PF07654","C1-set",113293880,113294122
"ENSMUSP00000100216","PF07654","C1-set",113293085,113293342
"ENSMUSP00000100216","PF07654","C1-set",113292643,113292897
"ENSMUSP00000152559","PF07654","C1-set",113324589,113324831
"ENSMUSP00000152559","PF07654","C1-set",113323756,113324022
"ENSMUSP00000152559","PF07654","C1-set",113323332,113323586
"ENSMUSP00000100219","PF07654","C1-set",113324589,113324831
"ENSMUSP00000100219","PF07654","C1-set",113323756,113324022
"ENSMUSP00000100219","PF07654","C1-set",113323332,113323586
"ENSMUSP00000141353","PF07654","C1-set",113377934,113378152
"ENSMUSP00000141946","PF07654","C1-set",113377934,113378152
"ENSMUSP00000136807","PF07654","C1-set",113386081,113386323
"ENSMUSP00000136807","PF07654","C1-set",113385622,113385855
"ENSMUSP00000136807","PF07654","C1-set",113385028,113385276
"ENSMUSP00000136807","PF07654","C1-set",113384588,113384857
"ENSMUSP00000100222","PF07654","C1-set",113386081,113386323
"ENSMUSP00000100222","PF07654","C1-set",113385622,113385855
"ENSMUSP00000100222","PF07654","C1-set",113385028,113385276
"ENSMUSP00000100222","PF07654","C1-set",113384588,113384857
"ENSMUSP00000142686","PF07654","C1-set",18880543,18880797
"ENSMUSP00000143661","PF07654","C1-set",18884156,18884404
"ENSMUSP00000142806","PF07654","C1-set",19013790,19014038
"ENSMUSP00000143153","PF07654","C1-set",19017328,19017576
"ENSMUSP00000100464","PF07654","C1-set",19017328,19017576
"ENSMUSP00000100105","PF07686","V-set",67702359,67702625
"ENSMUSP00000100106","PF07686","V-set",67737111,67737377
"ENSMUSP00000100107","PF07686","V-set",67743043,67743306
"ENSMUSP00000143018","PF07686","V-set",67768224,67768472
"ENSMUSP00000100108","PF07686","V-set",67768224,67768472
"ENSMUSP00000142382","PF07686","V-set",67816979,67817227
"ENSMUSP00000100109","PF07686","V-set",67816979,67817227
"ENSMUSP00000142437","PF07686","V-set",67838372,67838623
"ENSMUSP00000100110","PF07686","V-set",67838372,67838623
"ENSMUSP00000100111","PF07686","V-set",67873355,67873606
"ENSMUSP00000142805","PF07686","V-set",67890765,67891013
"ENSMUSP00000100112","PF07686","V-set",67890765,67891013
"ENSMUSP00000142468","PF07686","V-set",67919081,67919329
"ENSMUSP00000100113","PF07686","V-set",67919078,67919329
"ENSMUSP00000100114","PF07686","V-set",67931235,67931483
"ENSMUSP00000100115","PF07686","V-set",67994186,67994449
"ENSMUSP00000143096","PF07686","V-set",68014031,68014282
"ENSMUSP00000100116","PF07686","V-set",68014031,68014282
"ENSMUSP00000100117","PF07686","V-set",68027169,68027417
"ENSMUSP00000100118","PF07686","V-set",68098525,68098788
"ENSMUSP00000100119","PF07686","V-set",68197426,68197671
"ENSMUSP00000100120","PF07686","V-set",68197426,68197671
"ENSMUSP00000100121","PF07686","V-set",68233582,68233833
"ENSMUSP00000100122","PF07686","V-set",68247965,68248231
"ENSMUSP00000100123","PF07686","V-set",68279877,68280122
"ENSMUSP00000100124","PF07686","V-set",68402784,68403047
"ENSMUSP00000100125","PF07686","V-set",68414638,68414889
"ENSMUSP00000142504","PF07686","V-set",68451831,68452067
"ENSMUSP00000143410","PF07686","V-set",68496190,68496441
"ENSMUSP00000100126","PF07686","V-set",68496190,68496441
"ENSMUSP00000132003","PF07686","V-set",68519120,68519383
"ENSMUSP00000100127","PF07686","V-set",68519120,68519383
"ENSMUSP00000143549","PF07686","V-set",68547948,68548199
"ENSMUSP00000100128","PF07686","V-set",68547948,68548199
"ENSMUSP00000100129","PF07686","V-set",68608967,68609218
"ENSMUSP00000143352","PF07686","V-set",68657561,68657812
"ENSMUSP00000100130","PF07686","V-set",68657561,68657812
"ENSMUSP00000100131","PF07686","V-set",68681512,68681763
"ENSMUSP00000143363","PF07686","V-set",68713301,68713552
"ENSMUSP00000139272","PF07686","V-set",68713301,68713552
"ENSMUSP00000100133","PF07686","V-set",68732040,68732297
"ENSMUSP00000100134","PF07686","V-set",68745558,68745815
"ENSMUSP00000100135","PF07686","V-set",68784182,68784433
"ENSMUSP00000143728","PF07686","V-set",68811850,68812101
"ENSMUSP00000100136","PF07686","V-set",68811850,68812101
"ENSMUSP00000100137","PF07686","V-set",68839269,68839535
"ENSMUSP00000142898","PF07686","V-set",68857182,68857430
"ENSMUSP00000143537","PF07686","V-set",68887414,68887662
"ENSMUSP00000100138","PF07686","V-set",68887414,68887662
"ENSMUSP00000142893","PF07686","V-set",69608651,69608902
"ENSMUSP00000136516","PF07686","V-set",69608651,69608902
"ENSMUSP00000143120","PF07686","V-set",69625830,69626084
"ENSMUSP00000128717","PF07686","V-set",69625830,69626084
"ENSMUSP00000100146","PF07686","V-set",69658412,69658666
"ENSMUSP00000100164","PF07686","V-set",69677767,69678021
"ENSMUSP00000100165","PF07686","V-set",69703577,69703828
"ENSMUSP00000100166","PF07686","V-set",69741527,69741778
"ENSMUSP00000100167","PF07686","V-set",69752754,69753005
"ENSMUSP00000100168","PF07686","V-set",69791632,69791886
"ENSMUSP00000100169","PF07686","V-set",69800359,69800610
"ENSMUSP00000100170","PF07686","V-set",69835424,69835675
"ENSMUSP00000142521","PF07686","V-set",69877428,69877679
"ENSMUSP00000100171","PF07686","V-set",69877428,69877679
"ENSMUSP00000142787","PF07686","V-set",69920190,69920441
"ENSMUSP00000100172","PF07686","V-set",69920190,69920441
"ENSMUSP00000100173","PF07686","V-set",69940316,69940567
"ENSMUSP00000142735","PF07686","V-set",69969469,69969720
"ENSMUSP00000100174","PF07686","V-set",69969469,69969720
"ENSMUSP00000142338","PF07686","V-set",69987953,69988219
"ENSMUSP00000100175","PF07686","V-set",69987953,69988219
"ENSMUSP00000142499","PF07686","V-set",70021116,70021385
"ENSMUSP00000142396","PF07686","V-set",70035636,70035905
"ENSMUSP00000100177","PF07686","V-set",70035636,70035905
"ENSMUSP00000100178","PF07686","V-set",70051028,70051279
"ENSMUSP00000100179","PF07686","V-set",70094065,70094334
"ENSMUSP00000142786","PF07686","V-set",70115466,70115717
"ENSMUSP00000100180","PF07686","V-set",70115466,70115717
"ENSMUSP00000142628","PF07686","V-set",70120594,70120866
"ENSMUSP00000100181","PF07686","V-set",70120591,70120866
"ENSMUSP00000142998","PF07686","V-set",70148808,70149077
"ENSMUSP00000100182","PF07686","V-set",70148808,70149077
"ENSMUSP00000100183","PF07686","V-set",70170486,70170764
"ENSMUSP00000100184","PF07686","V-set",70192685,70192924
"ENSMUSP00000100185","PF07686","V-set",70193859,70194131
"ENSMUSP00000143685","PF07686","V-set",70217431,70217688
"ENSMUSP00000100187","PF07686","V-set",70237407,70237649
"ENSMUSP00000100188","PF07686","V-set",70291896,70292165
"ENSMUSP00000100189","PF07686","V-set",70312845,70313096
"ENSMUSP00000143247","PF07686","V-set",70317880,70318149
"ENSMUSP00000100190","PF07686","V-set",70317880,70318149
"ENSMUSP00000100191","PF07686","V-set",70333135,70333413
"ENSMUSP00000100192","PF07686","V-set",70348721,70348960
"ENSMUSP00000142364","PF07686","V-set",70363676,70363936
"ENSMUSP00000100193","PF07686","V-set",70363676,70363936
"ENSMUSP00000100194","PF07686","V-set",70383464,70383721
"ENSMUSP00000100195","PF07686","V-set",70411959,70412204
"ENSMUSP00000143746","PF07686","V-set",70434499,70434753
"ENSMUSP00000100196","PF07686","V-set",70434499,70434753
"ENSMUSP00000100197","PF07686","V-set",70495550,70495816
"ENSMUSP00000143628","PF07686","V-set",70549931,70550200
"ENSMUSP00000100198","PF07686","V-set",70549931,70550200
"ENSMUSP00000100199","PF07686","V-set",70565478,70565741
"ENSMUSP00000142610","PF07686","V-set",70584737,70585000
"ENSMUSP00000100200","PF07686","V-set",70584737,70585000
"ENSMUSP00000100201","PF07686","V-set",70640596,70640865
"ENSMUSP00000100202","PF07686","V-set",70649078,70649347
"ENSMUSP00000100203","PF07686","V-set",70664235,70664498
"ENSMUSP00000100204","PF07686","V-set",70675768,70676031
"ENSMUSP00000100205","PF07686","V-set",70680878,70681141
"ENSMUSP00000141310","PF07686","V-set",113542129,113542386
"ENSMUSP00000100223","PF07686","V-set",113542129,113542386
"ENSMUSP00000100224","PF07686","V-set",113551892,113552149
"ENSMUSP00000100225","PF07686","V-set",113561071,113561328
"ENSMUSP00000136577","PF07686","V-set",113574809,113575066
"ENSMUSP00000100227","PF07686","V-set",113589131,113589388
"ENSMUSP00000100228","PF07686","V-set",113616916,113617173
"ENSMUSP00000100229","PF07686","V-set",113625394,113625651
"ENSMUSP00000142302","PF07686","V-set",113649107,113649364
"ENSMUSP00000100230","PF07686","V-set",113649107,113649364
"ENSMUSP00000100231","PF07686","V-set",113665749,113666006
"ENSMUSP00000137454","PF07686","V-set",113680295,113680552
"ENSMUSP00000141243","PF07686","V-set",113699736,113699996
"ENSMUSP00000100233","PF07686","V-set",113699736,113699996
"ENSMUSP00000141539","PF07686","V-set",113725874,113726131
"ENSMUSP00000136606","PF07686","V-set",113733475,113733732
"ENSMUSP00000141760","PF07686","V-set",113759763,113760020
"ENSMUSP00000100236","PF07686","V-set",113759763,113760020
"ENSMUSP00000100237","PF07686","V-set",113770939,113771196
"ENSMUSP00000141493","PF07686","V-set",113790271,113790528
"ENSMUSP00000100238","PF07686","V-set",113790271,113790528
"ENSMUSP00000141639","PF07686","V-set",113802151,113802411
"ENSMUSP00000100239","PF07686","V-set",113802151,113802411
"ENSMUSP00000100240","PF07686","V-set",113822772,113823029
"ENSMUSP00000100232","PF07686","V-set",113842721,113842978
"ENSMUSP00000100255","PF07686","V-set",113860037,113860300
"ENSMUSP00000141892","PF07686","V-set",113875654,113875920
"ENSMUSP00000100243","PF07686","V-set",113875654,113875920
"ENSMUSP00000100244","PF07686","V-set",113895576,113895836
"ENSMUSP00000100245","PF07686","V-set",113911907,113912164
"ENSMUSP00000100259","PF07686","V-set",113928013,113928273
"ENSMUSP00000100247","PF07686","V-set",113945504,113945761
"ENSMUSP00000100248","PF07686","V-set",113958092,113958352
"ENSMUSP00000100249","PF07686","V-set",114011866,114012123
"ENSMUSP00000100250","PF07686","V-set",114023468,114023725
"ENSMUSP00000141383","PF07686","V-set",114032453,114032716
"ENSMUSP00000100251","PF07686","V-set",114032453,114032716
"ENSMUSP00000141346","PF07686","V-set",114057551,114057805
"ENSMUSP00000100252","PF07686","V-set",114057551,114057805
"ENSMUSP00000100253","PF07686","V-set",114072624,114072878
"ENSMUSP00000100254","PF07686","V-set",114104315,114104569
"ENSMUSP00000100242","PF07686","V-set",114116807,114117070
"ENSMUSP00000141226","PF07686","V-set",114140061,114140321
"ENSMUSP00000100256","PF07686","V-set",114140064,114140321
"ENSMUSP00000141593","PF07686","V-set",114160064,114160339
"ENSMUSP00000100257","PF07686","V-set",114160064,114160339
"ENSMUSP00000142041","PF07686","V-set",114186417,114186680
"ENSMUSP00000100258","PF07686","V-set",114186417,114186680
"ENSMUSP00000141962","PF07686","V-set",114217242,114217520
"ENSMUSP00000141480","PF07686","V-set",114226277,114226540
"ENSMUSP00000100260","PF07686","V-set",114226277,114226540
"ENSMUSP00000141343","PF07686","V-set",114251777,114252037
"ENSMUSP00000100262","PF07686","V-set",114251777,114252037
"ENSMUSP00000141555","PF07686","V-set",114263584,114263838
"ENSMUSP00000100263","PF07686","V-set",114263584,114263838
"ENSMUSP00000100264","PF07686","V-set",114285999,114286253
"ENSMUSP00000141621","PF07686","V-set",114321384,114321647
"ENSMUSP00000139850","PF07686","V-set",114321384,114321647
"ENSMUSP00000100266","PF07686","V-set",114330149,114330409
"ENSMUSP00000100267","PF07686","V-set",114355334,114355597
"ENSMUSP00000141798","PF07686","V-set",114370097,114370360
"ENSMUSP00000136881","PF07686","V-set",114370097,114370360
"ENSMUSP00000141679","PF07686","V-set",114380219,114380482
"ENSMUSP00000136790","PF07686","V-set",114380219,114380482
"ENSMUSP00000100270","PF07686","V-set",114398411,114398674
"ENSMUSP00000141701","PF07686","V-set",114419249,114419512
"ENSMUSP00000141405","PF07686","V-set",114425925,114426173
"ENSMUSP00000100273","PF07686","V-set",114442630,114442893
"ENSMUSP00000100274","PF07686","V-set",114450759,114451016
"ENSMUSP00000141537","PF07686","V-set",114476953,114477231
"ENSMUSP00000100275","PF07686","V-set",114476953,114477231
"ENSMUSP00000100276","PF07686","V-set",114487066,114487329
"ENSMUSP00000100277","PF07686","V-set",114502118,114502375
"ENSMUSP00000141867","PF07686","V-set",114528201,114528458
"ENSMUSP00000100278","PF07686","V-set",114528201,114528458
"ENSMUSP00000141381","PF07686","V-set",114547192,114547446
"ENSMUSP00000100279","PF07686","V-set",114547192,114547446
"ENSMUSP00000141570","PF07686","V-set",114575866,114576126
"ENSMUSP00000142024","PF07686","V-set",114579473,114579733
"ENSMUSP00000100281","PF07686","V-set",114579473,114579733
"ENSMUSP00000141908","PF07686","V-set",114620976,114621236
"ENSMUSP00000100282","PF07686","V-set",114629495,114629770
"ENSMUSP00000142064","PF07686","V-set",114646255,114646524
"ENSMUSP00000141737","PF07686","V-set",114672271,114672549
"ENSMUSP00000100286","PF07686","V-set",114672271,114672549
"ENSMUSP00000141859","PF07686","V-set",114687395,114687664
"ENSMUSP00000100287","PF07686","V-set",114687395,114687664
"ENSMUSP00000100288","PF07686","V-set",114709896,114710165
"ENSMUSP00000141293","PF07686","V-set",114728073,114728333
"ENSMUSP00000142245","PF07686","V-set",114736551,114736826
"ENSMUSP00000100290","PF07686","V-set",114736551,114736826
"ENSMUSP00000100291","PF07686","V-set",114751995,114752264
"ENSMUSP00000141586","PF07686","V-set",114792887,114793156
"ENSMUSP00000100292","PF07686","V-set",114792887,114793156
"ENSMUSP00000100293","PF07686","V-set",114814813,114815082
"ENSMUSP00000142128","PF07686","V-set",114843511,114843789
"ENSMUSP00000100294","PF07686","V-set",114843511,114843789
"ENSMUSP00000141375","PF07686","V-set",114859861,114860130
"ENSMUSP00000100295","PF07686","V-set",114859861,114860130
"ENSMUSP00000100296","PF07686","V-set",114878222,114878491
"ENSMUSP00000142261","PF07686","V-set",114900736,114901005
